Genotype,loc,Yield,Stage,Module,Year,Seas,Env
MT4977,Agusan,3.618308503,1,1,2012,WS,AguW
MT4977,Bohol,2.463413067,1,1,2012,WS,BohW
MT4977,Isabela,5.78662648,1,1,2012,WS,IsaW
MT4977,Laguna,4.442144014,1,1,2012,WS,LagW
MT4977,Nueva Ecija,3.751013751,1,1,2012,WS,NueW
MT4978,Agusan,4.15667216,1,1,2012,WS,AguW
MT4978,Bohol,3.16734021,1,1,2012,WS,BohW
MT4978,Isabela,6.400029524,1,1,2012,WS,IsaW
MT4978,Laguna,5.059680245,1,1,2012,WS,LagW
MT4978,Nueva Ecija,4.109915546,1,1,2012,WS,NueW
MT4979,Agusan,3.572054955,1,1,2012,WS,AguW
MT4979,Bohol,2.585537542,1,1,2012,WS,BohW
MT4979,Isabela,5.196971855,1,1,2012,WS,IsaW
MT4979,Laguna,4.717324511,1,1,2012,WS,LagW
MT4979,Nueva Ecija,3.425330529,1,1,2012,WS,NueW
MT4980,Agusan,3.598933678,1,1,2012,WS,AguW
MT4980,Bohol,2.778639192,1,1,2012,WS,BohW
MT4980,Isabela,6.10767907,1,1,2012,WS,IsaW
MT4980,Laguna,5.175241392,1,1,2012,WS,LagW
MT4980,Nueva Ecija,4.083618324,1,1,2012,WS,NueW
MT4981,Agusan,4.540676964,1,1,2012,WS,AguW
MT4981,Bohol,3.511795671,1,1,2012,WS,BohW
MT4981,Isabela,6.734674505,1,1,2012,WS,IsaW
MT4981,Laguna,5.390660973,1,1,2012,WS,LagW
MT4981,Nueva Ecija,4.775203056,1,1,2012,WS,NueW
MT4982,Agusan,4.404918264,1,1,2012,WS,AguW
MT4982,Bohol,2.984287541,1,1,2012,WS,BohW
MT4982,Isabela,6.374124656,1,1,2012,WS,IsaW
MT4982,Laguna,5.055320293,1,1,2012,WS,LagW
MT4982,Nueva Ecija,4.17166919,1,1,2012,WS,NueW
MT4983,Agusan,3.635154941,1,1,2012,WS,AguW
MT4983,Bohol,2.65946997,1,1,2012,WS,BohW
MT4983,Isabela,5.612328151,1,1,2012,WS,IsaW
MT4983,Laguna,4.833965531,1,1,2012,WS,LagW
MT4983,Nueva Ecija,3.766484337,1,1,2012,WS,NueW
MT4984,Agusan,3.867419199,1,1,2012,WS,AguW
MT4984,Bohol,3.026140389,1,1,2012,WS,BohW
MT4984,Isabela,5.89947853,1,1,2012,WS,IsaW
MT4984,Laguna,5.036853976,1,1,2012,WS,LagW
MT4984,Nueva Ecija,4.201878868,1,1,2012,WS,NueW
MT4985,Agusan,3.292439205,1,1,2012,WS,AguW
MT4985,Bohol,2.922473853,1,1,2012,WS,BohW
MT4985,Isabela,5.748858509,1,1,2012,WS,IsaW
MT4985,Laguna,4.503321882,1,1,2012,WS,LagW
MT4985,Nueva Ecija,3.611190994,1,1,2012,WS,NueW
MT4986,Agusan,3.581167222,1,1,2012,WS,AguW
MT4986,Bohol,2.890839814,1,1,2012,WS,BohW
MT4986,Isabela,5.677414,1,1,2012,WS,IsaW
MT4986,Laguna,4.730887639,1,1,2012,WS,LagW
MT4986,Nueva Ecija,3.816291977,1,1,2012,WS,NueW
MT4987,Agusan,4.187277197,1,1,2012,WS,AguW
MT4987,Bohol,3.035841487,1,1,2012,WS,BohW
MT4987,Isabela,6.156605187,1,1,2012,WS,IsaW
MT4987,Laguna,4.431861703,1,1,2012,WS,LagW
MT4987,Nueva Ecija,4.020332159,1,1,2012,WS,NueW
MT4988,Agusan,3.764855897,1,1,2012,WS,AguW
MT4988,Bohol,2.518886607,1,1,2012,WS,BohW
MT4988,Isabela,5.959123021,1,1,2012,WS,IsaW
MT4988,Laguna,4.527419208,1,1,2012,WS,LagW
MT4988,Nueva Ecija,4.12668255,1,1,2012,WS,NueW
MT4989,Agusan,4.265213093,1,1,2012,WS,AguW
MT4989,Bohol,3.222807134,1,1,2012,WS,BohW
MT4989,Isabela,6.493852693,1,1,2012,WS,IsaW
MT4989,Laguna,5.24430672,1,1,2012,WS,LagW
MT4989,Nueva Ecija,4.560678154,1,1,2012,WS,NueW
MT4990,Agusan,3.609214246,1,1,2012,WS,AguW
MT4990,Bohol,2.73152137,1,1,2012,WS,BohW
MT4990,Isabela,5.852663602,1,1,2012,WS,IsaW
MT4990,Laguna,5.096477539,1,1,2012,WS,LagW
MT4990,Nueva Ecija,3.886683131,1,1,2012,WS,NueW
MT4991,Agusan,3.319369981,1,1,2012,WS,AguW
MT4991,Bohol,2.284012525,1,1,2012,WS,BohW
MT4991,Isabela,5.134961292,1,1,2012,WS,IsaW
MT4991,Laguna,4.250478121,1,1,2012,WS,LagW
MT4991,Nueva Ecija,3.376929335,1,1,2012,WS,NueW
MT4992,Agusan,2.427924993,1,1,2012,WS,AguW
MT4992,Bohol,2.055835046,1,1,2012,WS,BohW
MT4992,Isabela,5.108370086,1,1,2012,WS,IsaW
MT4992,Laguna,3.867498571,1,1,2012,WS,LagW
MT4992,Nueva Ecija,2.970452018,1,1,2012,WS,NueW
MT4993,Agusan,3.01328472,1,1,2012,WS,AguW
MT4993,Bohol,2.180075142,1,1,2012,WS,BohW
MT4993,Isabela,5.296640089,1,1,2012,WS,IsaW
MT4993,Laguna,4.177882625,1,1,2012,WS,LagW
MT4993,Nueva Ecija,3.254278883,1,1,2012,WS,NueW
MT4994,Agusan,3.951981944,1,1,2012,WS,AguW
MT4994,Bohol,2.86109856,1,1,2012,WS,BohW
MT4994,Isabela,6.20514007,1,1,2012,WS,IsaW
MT4994,Laguna,5.108964764,1,1,2012,WS,LagW
MT4994,Nueva Ecija,4.215047773,1,1,2012,WS,NueW
MT4995,Agusan,3.48111542,1,1,2012,WS,AguW
MT4995,Bohol,2.554299305,1,1,2012,WS,BohW
MT4995,Isabela,5.690868013,1,1,2012,WS,IsaW
MT4995,Laguna,4.924217645,1,1,2012,WS,LagW
MT4995,Nueva Ecija,3.656033537,1,1,2012,WS,NueW
MT4996,Agusan,4.0630784,1,1,2012,WS,AguW
MT4996,Bohol,3.099528528,1,1,2012,WS,BohW
MT4996,Isabela,6.508610271,1,1,2012,WS,IsaW
MT4996,Laguna,5.257078138,1,1,2012,WS,LagW
MT4996,Nueva Ecija,4.416780356,1,1,2012,WS,NueW
MT4997,Agusan,3.797397455,1,1,2012,WS,AguW
MT4997,Bohol,2.691309219,1,1,2012,WS,BohW
MT4997,Isabela,5.657635872,1,1,2012,WS,IsaW
MT4997,Laguna,4.795000743,1,1,2012,WS,LagW
MT4997,Nueva Ecija,3.616826174,1,1,2012,WS,NueW
MT4998,Agusan,3.647464367,1,1,2012,WS,AguW
MT4998,Bohol,2.861919329,1,1,2012,WS,BohW
MT4998,Isabela,6.056899305,1,1,2012,WS,IsaW
MT4998,Laguna,5.245944423,1,1,2012,WS,LagW
MT4998,Nueva Ecija,4.037213752,1,1,2012,WS,NueW
MT4999,Agusan,4.097044496,1,1,2012,WS,AguW
MT4999,Bohol,2.985185637,1,1,2012,WS,BohW
MT4999,Isabela,6.371851924,1,1,2012,WS,IsaW
MT4999,Laguna,5.565213178,1,1,2012,WS,LagW
MT4999,Nueva Ecija,4.374816588,1,1,2012,WS,NueW
MT5000,Agusan,3.59353075,1,1,2012,WS,AguW
MT5000,Bohol,2.773564801,1,1,2012,WS,BohW
MT5000,Isabela,6.2467835,1,1,2012,WS,IsaW
MT5000,Laguna,5.009021126,1,1,2012,WS,LagW
MT5000,Nueva Ecija,4.02841279,1,1,2012,WS,NueW
MT5001,Agusan,3.721340749,1,1,2012,WS,AguW
MT5001,Bohol,2.641623277,1,1,2012,WS,BohW
MT5001,Isabela,5.802668485,1,1,2012,WS,IsaW
MT5001,Laguna,4.762117169,1,1,2012,WS,LagW
MT5001,Nueva Ecija,3.781722119,1,1,2012,WS,NueW
MT5002,Agusan,3.851690289,1,1,2012,WS,AguW
MT5002,Bohol,2.689625008,1,1,2012,WS,BohW
MT5002,Isabela,5.68470319,1,1,2012,WS,IsaW
MT5002,Laguna,4.54650283,1,1,2012,WS,LagW
MT5002,Nueva Ecija,3.655105581,1,1,2012,WS,NueW
MT5003,Agusan,3.69518046,1,1,2012,WS,AguW
MT5003,Bohol,2.83222919,1,1,2012,WS,BohW
MT5003,Isabela,6.060050526,1,1,2012,WS,IsaW
MT5003,Laguna,4.963043428,1,1,2012,WS,LagW
MT5003,Nueva Ecija,4.040759677,1,1,2012,WS,NueW
MT5004,Agusan,3.245748535,1,1,2012,WS,AguW
MT5004,Bohol,2.766995134,1,1,2012,WS,BohW
MT5004,Isabela,6.316856556,1,1,2012,WS,IsaW
MT5004,Laguna,4.929547163,1,1,2012,WS,LagW
MT5004,Nueva Ecija,3.810578942,1,1,2012,WS,NueW
MT5005,Agusan,3.654508937,1,1,2012,WS,AguW
MT5005,Bohol,2.616962681,1,1,2012,WS,BohW
MT5005,Isabela,5.785535249,1,1,2012,WS,IsaW
MT5005,Laguna,5.054487785,1,1,2012,WS,LagW
MT5005,Nueva Ecija,4.017491991,1,1,2012,WS,NueW
MT5006,Agusan,3.107401327,1,1,2012,WS,AguW
MT5006,Bohol,2.641965628,1,1,2012,WS,BohW
MT5006,Isabela,5.759890289,1,1,2012,WS,IsaW
MT5006,Laguna,4.756250928,1,1,2012,WS,LagW
MT5006,Nueva Ecija,3.532796524,1,1,2012,WS,NueW
MT5007,Agusan,3.541457777,1,1,2012,WS,AguW
MT5007,Bohol,2.620250674,1,1,2012,WS,BohW
MT5007,Isabela,5.832988166,1,1,2012,WS,IsaW
MT5007,Laguna,4.569855977,1,1,2012,WS,LagW
MT5007,Nueva Ecija,3.672926412,1,1,2012,WS,NueW
MT5008,Agusan,3.797141201,1,1,2012,WS,AguW
MT5008,Bohol,2.921760029,1,1,2012,WS,BohW
MT5008,Isabela,6.038450858,1,1,2012,WS,IsaW
MT5008,Laguna,4.859584214,1,1,2012,WS,LagW
MT5008,Nueva Ecija,4.02411334,1,1,2012,WS,NueW
MT5009,Agusan,4.06830593,1,1,2012,WS,AguW
MT5009,Bohol,3.317424645,1,1,2012,WS,BohW
MT5009,Isabela,6.470572664,1,1,2012,WS,IsaW
MT5009,Laguna,5.340956296,1,1,2012,WS,LagW
MT5009,Nueva Ecija,4.472497244,1,1,2012,WS,NueW
MT5010,Agusan,3.902142451,1,1,2012,WS,AguW
MT5010,Bohol,2.64670906,1,1,2012,WS,BohW
MT5010,Isabela,5.972276433,1,1,2012,WS,IsaW
MT5010,Laguna,5.06518936,1,1,2012,WS,LagW
MT5010,Nueva Ecija,3.793799351,1,1,2012,WS,NueW
MT5011,Agusan,3.456202169,1,1,2012,WS,AguW
MT5011,Bohol,2.625296301,1,1,2012,WS,BohW
MT5011,Isabela,5.201263038,1,1,2012,WS,IsaW
MT5011,Laguna,4.319174815,1,1,2012,WS,LagW
MT5011,Nueva Ecija,3.126989712,1,1,2012,WS,NueW
MT5012,Agusan,3.402183722,1,1,2012,WS,AguW
MT5012,Bohol,2.723318509,1,1,2012,WS,BohW
MT5012,Isabela,5.690695439,1,1,2012,WS,IsaW
MT5012,Laguna,4.406338627,1,1,2012,WS,LagW
MT5012,Nueva Ecija,3.716993631,1,1,2012,WS,NueW
MT5013,Agusan,3.655878798,1,1,2012,WS,AguW
MT5013,Bohol,3.08335242,1,1,2012,WS,BohW
MT5013,Isabela,6.321194559,1,1,2012,WS,IsaW
MT5013,Laguna,5.16654503,1,1,2012,WS,LagW
MT5013,Nueva Ecija,3.912877344,1,1,2012,WS,NueW
MT5014,Agusan,3.286065164,1,1,2012,WS,AguW
MT5014,Bohol,2.332697551,1,1,2012,WS,BohW
MT5014,Isabela,5.231300122,1,1,2012,WS,IsaW
MT5014,Laguna,4.531015877,1,1,2012,WS,LagW
MT5014,Nueva Ecija,3.385741748,1,1,2012,WS,NueW
MT5015,Agusan,3.4608879,1,1,2012,WS,AguW
MT5015,Bohol,3.020472798,1,1,2012,WS,BohW
MT5015,Isabela,6.04979153,1,1,2012,WS,IsaW
MT5015,Laguna,4.766860442,1,1,2012,WS,LagW
MT5015,Nueva Ecija,4.106623092,1,1,2012,WS,NueW
MT5016,Agusan,3.533362989,1,1,2012,WS,AguW
MT5016,Bohol,2.49556793,1,1,2012,WS,BohW
MT5016,Isabela,5.917219175,1,1,2012,WS,IsaW
MT5016,Laguna,4.18383365,1,1,2012,WS,LagW
MT5016,Nueva Ecija,3.739329882,1,1,2012,WS,NueW
MT5017,Agusan,3.367378871,1,1,2012,WS,AguW
MT5017,Bohol,2.311939108,1,1,2012,WS,BohW
MT5017,Isabela,6.180745792,1,1,2012,WS,IsaW
MT5017,Laguna,4.636390558,1,1,2012,WS,LagW
MT5017,Nueva Ecija,3.64116965,1,1,2012,WS,NueW
MT5018,Agusan,3.213937236,1,1,2012,WS,AguW
MT5018,Bohol,2.429812908,1,1,2012,WS,BohW
MT5018,Isabela,5.332948413,1,1,2012,WS,IsaW
MT5018,Laguna,4.563708395,1,1,2012,WS,LagW
MT5018,Nueva Ecija,3.415531937,1,1,2012,WS,NueW
MT5019,Agusan,4.124690589,1,1,2012,WS,AguW
MT5019,Bohol,3.039030257,1,1,2012,WS,BohW
MT5019,Isabela,6.072825996,1,1,2012,WS,IsaW
MT5019,Laguna,5.319869891,1,1,2012,WS,LagW
MT5019,Nueva Ecija,4.140387338,1,1,2012,WS,NueW
MT5020,Agusan,3.740865859,1,1,2012,WS,AguW
MT5020,Bohol,2.79186844,1,1,2012,WS,BohW
MT5020,Isabela,6.223478005,1,1,2012,WS,IsaW
MT5020,Laguna,5.014806393,1,1,2012,WS,LagW
MT5020,Nueva Ecija,4.2136886,1,1,2012,WS,NueW
MT5021,Agusan,3.210390642,1,1,2012,WS,AguW
MT5021,Bohol,2.85686031,1,1,2012,WS,BohW
MT5021,Isabela,6.133303584,1,1,2012,WS,IsaW
MT5021,Laguna,4.852603238,1,1,2012,WS,LagW
MT5021,Nueva Ecija,3.776031535,1,1,2012,WS,NueW
MT5022,Agusan,2.930827038,1,1,2012,WS,AguW
MT5022,Bohol,2.090187036,1,1,2012,WS,BohW
MT5022,Isabela,4.906132754,1,1,2012,WS,IsaW
MT5022,Laguna,3.790248555,1,1,2012,WS,LagW
MT5022,Nueva Ecija,3.255413356,1,1,2012,WS,NueW
MT5023,Agusan,3.339368902,1,1,2012,WS,AguW
MT5023,Bohol,2.840130349,1,1,2012,WS,BohW
MT5023,Isabela,6.191026551,1,1,2012,WS,IsaW
MT5023,Laguna,5.210925388,1,1,2012,WS,LagW
MT5023,Nueva Ecija,4.311409504,1,1,2012,WS,NueW
MT5024,Agusan,3.899181488,1,1,2012,WS,AguW
MT5024,Bohol,3.292844092,1,1,2012,WS,BohW
MT5024,Isabela,6.419105294,1,1,2012,WS,IsaW
MT5024,Laguna,5.5720064,1,1,2012,WS,LagW
MT5024,Nueva Ecija,4.605913664,1,1,2012,WS,NueW
MT5025,Agusan,3.688804078,1,1,2012,WS,AguW
MT5025,Bohol,2.800281727,1,1,2012,WS,BohW
MT5025,Isabela,6.338229922,1,1,2012,WS,IsaW
MT5025,Laguna,5.413860365,1,1,2012,WS,LagW
MT5025,Nueva Ecija,3.970178753,1,1,2012,WS,NueW
MT5026,Agusan,3.61029947,1,1,2012,WS,AguW
MT5026,Bohol,2.484072535,1,1,2012,WS,BohW
MT5026,Isabela,6.170175633,1,1,2012,WS,IsaW
MT5026,Laguna,5.303217323,1,1,2012,WS,LagW
MT5026,Nueva Ecija,4.081438578,1,1,2012,WS,NueW
MT5027,Agusan,3.646060317,1,1,2012,WS,AguW
MT5027,Bohol,2.808399039,1,1,2012,WS,BohW
MT5027,Isabela,6.084061504,1,1,2012,WS,IsaW
MT5027,Laguna,4.996717641,1,1,2012,WS,LagW
MT5027,Nueva Ecija,3.978450364,1,1,2012,WS,NueW
MT5028,Agusan,3.35993506,1,1,2012,WS,AguW
MT5028,Bohol,3.078352233,1,1,2012,WS,BohW
MT5028,Isabela,5.801549593,1,1,2012,WS,IsaW
MT5028,Laguna,5.254467949,1,1,2012,WS,LagW
MT5028,Nueva Ecija,3.89083973,1,1,2012,WS,NueW
MT5029,Agusan,3.195180268,1,1,2012,WS,AguW
MT5029,Bohol,2.602233574,1,1,2012,WS,BohW
MT5029,Isabela,5.660691534,1,1,2012,WS,IsaW
MT5029,Laguna,4.611959934,1,1,2012,WS,LagW
MT5029,Nueva Ecija,3.837025037,1,1,2012,WS,NueW
MT5030,Agusan,4.2035546,1,1,2012,WS,AguW
MT5030,Bohol,3.539502356,1,1,2012,WS,BohW
MT5030,Isabela,6.433478404,1,1,2012,WS,IsaW
MT5030,Laguna,5.452941223,1,1,2012,WS,LagW
MT5030,Nueva Ecija,4.45906607,1,1,2012,WS,NueW
MT5031,Agusan,2.90031172,1,1,2012,WS,AguW
MT5031,Bohol,2.245270674,1,1,2012,WS,BohW
MT5031,Isabela,5.237246788,1,1,2012,WS,IsaW
MT5031,Laguna,4.361928192,1,1,2012,WS,LagW
MT5031,Nueva Ecija,3.547266645,1,1,2012,WS,NueW
MT5032,Agusan,3.523664907,1,1,2012,WS,AguW
MT5032,Bohol,2.391235694,1,1,2012,WS,BohW
MT5032,Isabela,5.305666975,1,1,2012,WS,IsaW
MT5032,Laguna,4.574685873,1,1,2012,WS,LagW
MT5032,Nueva Ecija,3.521415881,1,1,2012,WS,NueW
MT5033,Agusan,3.457874873,1,1,2012,WS,AguW
MT5033,Bohol,2.570480296,1,1,2012,WS,BohW
MT5033,Isabela,5.856767635,1,1,2012,WS,IsaW
MT5033,Laguna,5.080683561,1,1,2012,WS,LagW
MT5033,Nueva Ecija,4.040003075,1,1,2012,WS,NueW
MT5034,Agusan,3.372445915,1,1,2012,WS,AguW
MT5034,Bohol,2.215881022,1,1,2012,WS,BohW
MT5034,Isabela,5.265227387,1,1,2012,WS,IsaW
MT5034,Laguna,4.545217364,1,1,2012,WS,LagW
MT5034,Nueva Ecija,3.416529417,1,1,2012,WS,NueW
MT5035,Agusan,3.688912195,1,1,2012,WS,AguW
MT5035,Bohol,2.808370831,1,1,2012,WS,BohW
MT5035,Isabela,6.099183338,1,1,2012,WS,IsaW
MT5035,Laguna,5.062105547,1,1,2012,WS,LagW
MT5035,Nueva Ecija,3.835339078,1,1,2012,WS,NueW
MT5036,Agusan,3.548014323,1,1,2012,WS,AguW
MT5036,Bohol,2.835470731,1,1,2012,WS,BohW
MT5036,Isabela,6.005372625,1,1,2012,WS,IsaW
MT5036,Laguna,5.175756997,1,1,2012,WS,LagW
MT5036,Nueva Ecija,3.939992585,1,1,2012,WS,NueW
MT5037,Agusan,3.246174848,1,1,2012,WS,AguW
MT5037,Bohol,2.561328702,1,1,2012,WS,BohW
MT5037,Isabela,5.653783562,1,1,2012,WS,IsaW
MT5037,Laguna,5.066539027,1,1,2012,WS,LagW
MT5037,Nueva Ecija,3.749284494,1,1,2012,WS,NueW
MT5038,Agusan,3.034490352,1,1,2012,WS,AguW
MT5038,Bohol,2.343657016,1,1,2012,WS,BohW
MT5038,Isabela,6.022345748,1,1,2012,WS,IsaW
MT5038,Laguna,4.688827506,1,1,2012,WS,LagW
MT5038,Nueva Ecija,3.765009775,1,1,2012,WS,NueW
MT5039,Agusan,3.689268723,1,1,2012,WS,AguW
MT5039,Bohol,2.580239732,1,1,2012,WS,BohW
MT5039,Isabela,6.155235781,1,1,2012,WS,IsaW
MT5039,Laguna,4.698372429,1,1,2012,WS,LagW
MT5039,Nueva Ecija,3.951055692,1,1,2012,WS,NueW
MT5040,Agusan,3.465630585,1,1,2012,WS,AguW
MT5040,Bohol,2.354523088,1,1,2012,WS,BohW
MT5040,Isabela,5.194695162,1,1,2012,WS,IsaW
MT5040,Laguna,4.546913419,1,1,2012,WS,LagW
MT5040,Nueva Ecija,3.478119467,1,1,2012,WS,NueW
MT5041,Agusan,2.630106187,1,1,2012,WS,AguW
MT5041,Bohol,1.943071596,1,1,2012,WS,BohW
MT5041,Isabela,5.109743306,1,1,2012,WS,IsaW
MT5041,Laguna,4.081537752,1,1,2012,WS,LagW
MT5041,Nueva Ecija,2.950313862,1,1,2012,WS,NueW
MT5042,Agusan,3.191848026,1,1,2012,WS,AguW
MT5042,Bohol,1.964918704,1,1,2012,WS,BohW
MT5042,Isabela,5.315118146,1,1,2012,WS,IsaW
MT5042,Laguna,4.008145266,1,1,2012,WS,LagW
MT5042,Nueva Ecija,3.363165654,1,1,2012,WS,NueW
MT5043,Agusan,3.182298309,1,1,2012,WS,AguW
MT5043,Bohol,2.397584611,1,1,2012,WS,BohW
MT5043,Isabela,5.271175793,1,1,2012,WS,IsaW
MT5043,Laguna,4.352067709,1,1,2012,WS,LagW
MT5043,Nueva Ecija,3.508662447,1,1,2012,WS,NueW
MT5044,Agusan,3.231766065,1,1,2012,WS,AguW
MT5044,Bohol,1.914716921,1,1,2012,WS,BohW
MT5044,Isabela,5.351089469,1,1,2012,WS,IsaW
MT5044,Laguna,3.991359848,1,1,2012,WS,LagW
MT5044,Nueva Ecija,3.316511031,1,1,2012,WS,NueW
MT5045,Agusan,3.409433644,1,1,2012,WS,AguW
MT5045,Bohol,2.425676901,1,1,2012,WS,BohW
MT5045,Isabela,5.251340559,1,1,2012,WS,IsaW
MT5045,Laguna,4.310150756,1,1,2012,WS,LagW
MT5045,Nueva Ecija,3.61098867,1,1,2012,WS,NueW
MT5046,Agusan,2.980522558,1,1,2012,WS,AguW
MT5046,Bohol,1.633103869,1,1,2012,WS,BohW
MT5046,Isabela,4.767851084,1,1,2012,WS,IsaW
MT5046,Laguna,4.192610465,1,1,2012,WS,LagW
MT5046,Nueva Ecija,3.199315128,1,1,2012,WS,NueW
MT5047,Agusan,3.244905789,1,1,2012,WS,AguW
MT5047,Bohol,2.239087457,1,1,2012,WS,BohW
MT5047,Isabela,5.132076523,1,1,2012,WS,IsaW
MT5047,Laguna,4.116044427,1,1,2012,WS,LagW
MT5047,Nueva Ecija,3.490117502,1,1,2012,WS,NueW
MT5048,Agusan,2.790647517,1,1,2012,WS,AguW
MT5048,Bohol,2.104369529,1,1,2012,WS,BohW
MT5048,Isabela,4.834447315,1,1,2012,WS,IsaW
MT5048,Laguna,4.052384883,1,1,2012,WS,LagW
MT5048,Nueva Ecija,3.12604271,1,1,2012,WS,NueW
MT5049,Agusan,3.296953144,1,1,2012,WS,AguW
MT5049,Bohol,2.218294827,1,1,2012,WS,BohW
MT5049,Isabela,5.353658614,1,1,2012,WS,IsaW
MT5049,Laguna,3.825275671,1,1,2012,WS,LagW
MT5049,Nueva Ecija,3.40429423,1,1,2012,WS,NueW
MT5050,Agusan,3.037508731,1,1,2012,WS,AguW
MT5050,Bohol,2.097608276,1,1,2012,WS,BohW
MT5050,Isabela,5.301277275,1,1,2012,WS,IsaW
MT5050,Laguna,4.126935615,1,1,2012,WS,LagW
MT5050,Nueva Ecija,3.233401679,1,1,2012,WS,NueW
MT5051,Agusan,3.29024757,1,1,2012,WS,AguW
MT5051,Bohol,2.134127799,1,1,2012,WS,BohW
MT5051,Isabela,5.579224354,1,1,2012,WS,IsaW
MT5051,Laguna,3.699460592,1,1,2012,WS,LagW
MT5051,Nueva Ecija,2.807112528,1,1,2012,WS,NueW
MT5052,Agusan,3.473113817,1,1,2012,WS,AguW
MT5052,Bohol,2.227304291,1,1,2012,WS,BohW
MT5052,Isabela,5.276981616,1,1,2012,WS,IsaW
MT5052,Laguna,4.34739336,1,1,2012,WS,LagW
MT5052,Nueva Ecija,2.948347095,1,1,2012,WS,NueW
MT5053,Agusan,3.285798131,1,1,2012,WS,AguW
MT5053,Bohol,2.399647796,1,1,2012,WS,BohW
MT5053,Isabela,5.451205965,1,1,2012,WS,IsaW
MT5053,Laguna,4.534130136,1,1,2012,WS,LagW
MT5053,Nueva Ecija,3.496988715,1,1,2012,WS,NueW
MT5054,Agusan,3.706425127,1,1,2012,WS,AguW
MT5054,Bohol,2.581655685,1,1,2012,WS,BohW
MT5054,Isabela,6.149616212,1,1,2012,WS,IsaW
MT5054,Laguna,4.620810495,1,1,2012,WS,LagW
MT5054,Nueva Ecija,3.709528507,1,1,2012,WS,NueW
MT5055,Agusan,3.415481232,1,1,2012,WS,AguW
MT5055,Bohol,2.33384849,1,1,2012,WS,BohW
MT5055,Isabela,5.408661779,1,1,2012,WS,IsaW
MT5055,Laguna,4.198385593,1,1,2012,WS,LagW
MT5055,Nueva Ecija,3.370873613,1,1,2012,WS,NueW
MT5056,Agusan,3.287277642,1,1,2012,WS,AguW
MT5056,Bohol,2.634251006,1,1,2012,WS,BohW
MT5056,Isabela,5.938138613,1,1,2012,WS,IsaW
MT5056,Laguna,4.384018775,1,1,2012,WS,LagW
MT5056,Nueva Ecija,3.637539342,1,1,2012,WS,NueW
MT5057,Agusan,2.215016755,1,1,2012,WS,AguW
MT5057,Bohol,1.787549474,1,1,2012,WS,BohW
MT5057,Isabela,4.614374673,1,1,2012,WS,IsaW
MT5057,Laguna,4.00919215,1,1,2012,WS,LagW
MT5057,Nueva Ecija,2.887550897,1,1,2012,WS,NueW
MT5058,Agusan,2.798455948,1,1,2012,WS,AguW
MT5058,Bohol,2.122512663,1,1,2012,WS,BohW
MT5058,Isabela,4.790509116,1,1,2012,WS,IsaW
MT5058,Laguna,4.051002999,1,1,2012,WS,LagW
MT5058,Nueva Ecija,3.117232975,1,1,2012,WS,NueW
MT5059,Agusan,3.803191495,1,1,2012,WS,AguW
MT5059,Bohol,2.674878517,1,1,2012,WS,BohW
MT5059,Isabela,5.992504187,1,1,2012,WS,IsaW
MT5059,Laguna,4.844949606,1,1,2012,WS,LagW
MT5059,Nueva Ecija,3.893735276,1,1,2012,WS,NueW
MT5060,Agusan,3.042122734,1,1,2012,WS,AguW
MT5060,Bohol,1.894976257,1,1,2012,WS,BohW
MT5060,Isabela,5.311941975,1,1,2012,WS,IsaW
MT5060,Laguna,4.304610201,1,1,2012,WS,LagW
MT5060,Nueva Ecija,3.332299155,1,1,2012,WS,NueW
MT5061,Agusan,4.276049102,1,1,2012,WS,AguW
MT5061,Bohol,2.972525635,1,1,2012,WS,BohW
MT5061,Isabela,6.358655847,1,1,2012,WS,IsaW
MT5061,Laguna,5.159525928,1,1,2012,WS,LagW
MT5061,Nueva Ecija,4.120805372,1,1,2012,WS,NueW
MT5062,Agusan,3.358506676,1,1,2012,WS,AguW
MT5062,Bohol,2.64557627,1,1,2012,WS,BohW
MT5062,Isabela,5.24034193,1,1,2012,WS,IsaW
MT5062,Laguna,4.709329237,1,1,2012,WS,LagW
MT5062,Nueva Ecija,3.299422304,1,1,2012,WS,NueW
MT5063,Agusan,3.166544509,1,1,2012,WS,AguW
MT5063,Bohol,2.613868195,1,1,2012,WS,BohW
MT5063,Isabela,5.487494858,1,1,2012,WS,IsaW
MT5063,Laguna,4.528236907,1,1,2012,WS,LagW
MT5063,Nueva Ecija,3.543733067,1,1,2012,WS,NueW
MT5064,Agusan,3.464481223,1,1,2012,WS,AguW
MT5064,Bohol,2.671131633,1,1,2012,WS,BohW
MT5064,Isabela,5.725542501,1,1,2012,WS,IsaW
MT5064,Laguna,4.781919031,1,1,2012,WS,LagW
MT5064,Nueva Ecija,3.963687613,1,1,2012,WS,NueW
MT5065,Agusan,4.027585233,1,1,2012,WS,AguW
MT5065,Bohol,2.527620879,1,1,2012,WS,BohW
MT5065,Isabela,6.103352367,1,1,2012,WS,IsaW
MT5065,Laguna,4.624651408,1,1,2012,WS,LagW
MT5065,Nueva Ecija,3.672232329,1,1,2012,WS,NueW
MT5066,Agusan,2.882308789,1,1,2012,WS,AguW
MT5066,Bohol,1.413817565,1,1,2012,WS,BohW
MT5066,Isabela,4.940634941,1,1,2012,WS,IsaW
MT5066,Laguna,3.737668694,1,1,2012,WS,LagW
MT5066,Nueva Ecija,2.809392416,1,1,2012,WS,NueW
